#JCAT	Piece	Name	LDate	TLast	TOp	TDate	TF	Program	Plane	Att	Mvr	Class	Category	Result	Control	Discipline	UNState	UNReg	UNPeriod	UNPerigee	UNApogee	UNInc	DispEpoch	DispPeri	DispApo	DispInc	Comment
S24792	1997-020A	[Iridium 8]	1997 May  5 	2017 Nov	2017 Nov	2017 Nov	-	Iridium	C	-	M	B	COM	S	-	-	US	ST/SG/SER.E/329	  100.5 	     643	     780	 86.4 	2017 Nov  2 	     559	     715	 86.39 	-
S24793	1997-020B	[Iridium 7]	1997 May  5 	2017 May	2017 Jun  1	2017 Jun  1?	-	Iridium	C	-	M	B	COM	S	-	-	US	ST/SG/SER.E/329	  100.5 	     643	     780	 86.4 	2017 Jun  3 	     776	     779	 86.39 	-
S24794	1997-020C	[Iridium 6]	1997 May  5 	2017 Nov	2017 Nov 19	2017 Dec  3	-	Iridium	C	-	M	B	COM	S	-	-	US	ST/SG/SER.E/329	  100.5 	     640	     780	 86.4 	2017 Dec  5 	     171	     668	 86.39 	-
S24795	1997-020D	[Iridium 5]	1997 May  5 	2017 Nov	2017 Nov 15	2017 Nov 21?	-	Iridium	C	-	M	B	COM	S	-	-	US	ST/SG/SER.E/329	  100.5 	     641	     780	 86.4 	2017 Nov 23 	     531	     728	 86.40 	-
S24796	1997-020E	[Iridium 4]	1997 May  5 	2012 Jan	2012 Aug?	2012 Aug?	-	Iridium	C	-	M	B	COM	S	-	-	US	ST/SG/SER.E/329	  100.5 	     641	     780	 86.4 	2012 Aug  2 	     775	     779	 86.40 	-
S24836	1997-030A	Iridium 914	1997 Jun 18 	1998 Aug 29	1998 Aug 29	1998 Aug 29	-	Iridium	D	-	M	B	COM	S	-	-	US	ST/SG/SER.E/688	-	-	-	-	1998 Nov  2 	     774	     780	 86.39 	-
S24837	1997-030B	Iridium 12	1997 Jun 18 	2006 Aug	2018 Aug 15	2018 Aug 22	-	Iridium	D	-	M	B	COM	S	-	-	US	ST/SG/SER.E/688	-	-	-	-	2018 Aug 24 	     158	     627	 86.41 	-
S24838	1997-030C	Iridium 9	1997 Jun 18 	2000 Oct?	2000 Oct?	2000 Oct?	-	Iridium	D	-	M	B	COM	S	-	-	US	ST/SG/SER.E/688	-	-	-	-	2000 Oct  4 	     745	     750	 86.46 	-
S24839	1997-030D	Iridium 10	1997 Jun 18 	2018 Sep	2018 Sep 13	2018 Sep 21	-	Iridium	D	-	M	B	COM	S	-	-	US	ST/SG/SER.E/688	-	-	-	-	2018 Sep 23 	     165	     627	 86.40 	-
S24840	1997-030E	Iridium 13	1997 Jun 18 	2018 Mar 17	2018 Mar 17	2018 Mar 23	-	Iridium	D	-	M	B	COM	S	-	-	US	ST/SG/SER.E/688	-	-	-	-	2018 Mar 25 	     176	     711	 86.40 	-
S24841	1997-030F	Iridium 16	1997 Jun 18 	2005 Apr	2005 Apr?	2011 Sep 21	-	Iridium	D	-	M	B	COM	S	-	-	US	ST/SG/SER.E/688	-	-	-	-	2005 Apr  2 	     775	     779	 86.40 	-
S24842	1997-030G	Iridium 911	1997 Jun 18 	1997 Sep?	1997 Sep?	1998 Apr 19	-	Iridium	D	-	M	B	COM	S	-	-	US	ST/SG/SER.E/688	-	-	-	-	1997 Sep  4 	     779	     784	 86.40 	-
S24869	1997-034A	[Iridium 15]	1997 Jul  9 	2006 Aug	2017 Apr?	2018 Oct  3	-	Iridium	E	-	M	B	COM	S	-	-	US	ST/SG/SER.E/339	  100.5 	     780	     780	 86.4 	2018 Oct  5 	     159	     660	 86.42 	-
S24870	1997-034B	[Iridium 17]	1997 Jul  9 	2005 Aug  8	2005 Aug  8	2005 Aug  8	-	Iridium	E	-	M	B	COM	S	-	-	US	ST/SG/SER.E/339	  100.5 	     780	     780	 86.4 	2005 Sep  2 	     776	     779	 86.40 	-
S24871	1997-034C	[Iridium 20]	1997 Jul  9 	1998 Apr	1998 Apr	1998 Apr	-	Iridium	E	-	M	B	COM	S	-	-	US	ST/SG/SER.E/339	  100.5 	     780	     780	 86.4 	1998 Apr  5 	     774	     778	 86.39 	-
S24872	1997-034D	[Iridium 18]	1997 Jul  9 	2017 May	2017 May?	2018 Jun 11	-	Iridium	E	-	M	B	COM	S	-	-	US	ST/SG/SER.E/339	  100.5 	     780	     780	 86.4 	2018 Jun 13 	     199	     653	 86.38 	-
S24873	1997-034E	[Iridium 21]	1997 Jul  9 	1997 Jul	1997 Jul	1997 Jul	-	Iridium	E	-	M	B	COM	S	-	-	US	ST/SG/SER.E/339	  100.5 	     780	     780	 86.4 	1997 Jul 11 	     625	     642	 86.40 	-
S24903	1997-043A	[Iridium 26]	1997 Aug 21 	2011 Jul  7	2011 Jul  7	2011 Sep?	-	Iridium	A	-	M	B	COM	S	-	-	US	ST/SG/SER.E/339	  100.5 	     780	     780	 86.4 	2011 Sep  2 	     775	     779	 86.39 	-
S24904	1997-043B	[Iridium 25]	1997 Aug 21 	2006 Aug	2018 Feb 10	2018 Apr 26	-	Iridium	A	-	M	B	COM	S	-	-	US	ST/SG/SER.E/339	  100.5 	     780	     780	 86.4 	2018 Apr 28 	     173	     605	 86.42 	-
S24905	1997-082B	[Iridium 24]	1997 Dec 20 	1998 May	1998 May	1998 May	-	Iridium	A	-	M	B	COM	S	-	-	US	ST/SG/SER.E/339	  100.5 	     780	     780	 86.4 	1998 May  2 	     775	     779	 86.40 	-
S24906	1997-043D	[Iridium 23]	1997 Aug 21 	2018 Feb	2018 Feb 10	2018 Feb 19	-	Iridium	A	-	M	B	COM	S	-	-	US	ST/SG/SER.E/339	  100.5 	     780	     780	 86.4 	2018 Feb 21 	     179	     682	 86.42 	-
S24907	1997-043E	[Iridium 22]	1997 Aug 21 	2017 Nov 12	2017 Nov 12	2017 Nov 12?	-	Iridium	A	-	M	B	COM	S	-	-	US	ST/SG/SER.E/339	  100.5 	     780	     780	 86.4 	2018 Jan  2 	     776	     779	 86.40 	-
S24925	1997-048A	Iridium MFS	1997 Sep  1 	1997 Sep	1997 Sep	1997 Sep	-	Iridium	D	-	M	C	COM	S	-	-	CN	ST/SG/SER.E/356	  100.0 	     626	     638	 86.4 	1997 Sep  3 	     229	     621	 86.23 	-
S24926	1997-048B	Iridium MFS	1997 Sep  1 	1997 Sep	1997 Sep	1997 Sep	-	Iridium	D	-	M	C	COM	S	-	-	CN	ST/SG/SER.E/356	  100.0 	     626	     638	 86.4 	1997 Sep  3 	     622	     633	 86.34 	-
S24944	1997-051A	Iridium 29	1997 Sep 14 	2006 Aug	2014 Jan?	2014 Jan?	-	Iridium	B	-	M	B	COM	S	-	-	US	ST/SG/SER.E/688	-	-	-	-	2014 Jan  2 	     776	     779	 86.40 	-
S24945	1997-051B	Iridium 32	1997 Sep 14 	2006 Aug	2019 Feb  8	2019 Feb 14	-	Iridium	B	-	M	B	COM	S	-	-	US	ST/SG/SER.E/688	-	-	-	-	2019 Feb 16 	     170	     689	 86.37 	-
S24946	1997-051C	[Iridium 33]	1997 Sep 14 	2009 Feb	2009 Feb 10	2009 Feb 10	-	Iridium	B	-	M	B	COM	S	-	-	[US]	-	-	-	-	-	2009 Feb 12 	     775	     791	 86.39 	-
S24947	1997-051D	Iridium 27	1997 Sep 14 	1997 Sep	1997 Sep	1997 Sep	-	Iridium	B	-	M	B	COM	S	-	-	US	ST/SG/SER.E/688	-	-	-	-	1997 Sep 16 	     504	     523	 86.64 	-
S24948	1997-051E	Iridium 28	1997 Sep 14 	2006 Aug	2008 Jul?	2008 Jul?	-	Iridium	B	-	M	B	COM	S	-	-	US	ST/SG/SER.E/688	-	-	-	-	2008 Jul  2 	     775	     779	 86.40 	-
S24949	1997-051F	Iridium 30	1997 Sep 14 	2017 Aug  2	2017 Aug  2	2017 Aug 15	-	Iridium	B	-	M	B	COM	S	-	-	US	ST/SG/SER.E/688	-	-	-	-	2017 Aug 17 	     193	     672	 86.39 	-
S24950	1997-051G	Iridium 31	1997 Sep 14 	2018 Dec  9	2018 Nov 29	2018 Dec  9	-	Iridium	B	-	M	B	COM	S	-	-	US	ST/SG/SER.E/688	-	-	-	-	2018 Dec 11 	     151	     600	 86.41 	-
S24965	1997-056A	[Iridium 19]	1997 Sep 27 	2017 Nov 30	2017 Nov 30	2017 Dec  6	-	Iridium	C	-	M	B	COM	S	-	-	US	ST/SG/SER.E/339	  100.4 	     780	     780	 86.4 	2017 Dec  8 	     224	     696	 86.40 	-
S24966	1997-056B	[Iridium 35]	1997 Sep 27 	2006 Aug	2018 Dec  6	2018 Dec 12	-	Iridium	C	-	M	B	COM	S	-	-	US	ST/SG/SER.E/339	  100.4 	     780	     780	 86.4 	2018 Dec 14 	     153	     636	 86.40 	-
S24967	1997-056C	[Iridium 36]	1997 Sep 27 	2006 Aug	2006 Dec 14	2006 Dec 14?	-	Iridium	C	-	M	B	COM	S	-	-	US	ST/SG/SER.E/339	  100.4 	     780	     780	 86.4 	2006 Dec 16 	     776	     779	 86.40 	-
S24968	1997-056D	[Iridium 37]	1997 Sep 27 	2017 Dec	2017 Dec  5	2018 Jan 20	-	Iridium	C	-	M	B	COM	S	-	-	US	ST/SG/SER.E/339	  100.4 	     780	     780	 86.4 	2018 Jan 22 	     222	     717	 86.38 	-
S24969	1997-056E	[Iridium 34]	1997 Sep 27 	2017 Dec	2017 Dec 13	2017 Dec 13	-	Iridium	C	-	M	B	COM	S	-	-	US	ST/SG/SER.E/339	  100.4 	     780	     780	 86.4 	2017 Dec 15 	     176	     666	 86.39 	-
S25039	1997-069A	[Iridium 43]	1997 Nov  9 	2017 May	2017 May 14	2017 May 15	-	Iridium	E	-	M	B	COM	S	-	-	US	ST/SG/SER.E/339	  100.5 	     780	     780	 86.4 	2017 May 17 	     256	     720	 86.41 	-
S25040	1997-069B	[Iridium 41]	1997 Nov  9 	2006 Aug	2018 Jun 21	2018 Jun 27	-	Iridium	E	-	M	B	COM	S	-	-	US	ST/SG/SER.E/339	  100.5 	     780	     780	 86.4 	2018 Jun 29 	     166	     655	 86.63 	-
S25041	1997-069C	[Iridium 40]	1997 Nov  9 	2017 Apr	2017 Apr  5	2017 Apr  5?	-	Iridium	E	-	M	B	COM	S	-	-	US	ST/SG/SER.E/339	  100.5 	     780	     780	 86.4 	2017 Apr  7 	     564	     715	 86.41 	-
S25042	1997-069D	[Iridium 39]	1997 Nov  9 	2006 Aug	2016 Jun 18	2016 Jul  6?	-	Iridium	E	-	M	B	COM	S	-	-	US	ST/SG/SER.E/339	  100.5 	     780	     780	 86.4 	2016 Jul  8 	     724	     752	 86.39 	-
S25043	1997-069E	[Iridium 38]	1997 Nov  9 	2003 Aug?	2003 Aug?	2003 Aug?	-	Iridium	E	-	M	B	COM	S	-	-	US	ST/SG/SER.E/339	  100.5 	     780	     780	 86.4 	2003 Aug  3 	     776	     779	 86.40 	-
S25077	1997-077A	Iridium 42	1997 Dec  8 	2006 Aug	2014 Aug?	2014 Aug?	-	Iridium	E	-	M	B	COM	S	-	-	CN*	ST/SG/SER.E/356	  100.0 	     628	     632	 86.3 	2014 Aug  2 	     776	     779	 86.40 	-
S25078	1997-077B	Iridium 44	1997 Dec  8 	1998 Jul	1998 Jul	1998 Jul	-	Iridium	E	-	M	B	COM	S	-	-	CN*	ST/SG/SER.E/356	  100.0 	     628	     632	 86.3 	1998 Jul  2 	     776	     778	 86.40 	-
S25104	1997-082A	[Iridium 45]	1997 Dec 20 	2006 Aug	2019 Apr 10	2019 Apr 10	-	Iridium	A	-	M	B	COM	S	-	-	US	ST/SG/SER.E/339	  100.5 	     780	     780	 86.4 	2019 Apr 12 	     465	     768	 86.39 	-
